post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Arlanzón Farm Schoool,"Located on the right bank of the Arlanzón River, one kilometre from the municipality of the same name, this hostel has very versatile facilities that include areas for accommodation, dining room, animal care, vegetable garden and gardens totalling some two and a half hectares.",,,,,,,,,9743,Arlanzón,https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon8.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon7.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon6.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon4.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon1.jpeg,GranjaEscuelaArlanzon5.jpeg|GranjaEscuelaArlanzon8.jpeg|GranjaEscuelaArlanzon7.jpeg|GranjaEscuelaArlanzon6.jpeg|GranjaEscuelaArlanzon4.jpeg|GranjaEscuelaArlanzon2.jpeg|GranjaEscuelaArlanzon1.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon8.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon7.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon6.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon4.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/GranjaEscuelaArlanzon1.jpeg,9751|9745|9747|9749|9753|9755|9757,GranjaEscuelaArlanzon5|GranjaEscuelaArlanzon8|GranjaEscuelaArlanzon7|GranjaEscuelaArlanzon6|GranjaEscuelaArlanzon4|GranjaEscuelaArlanzon2|GranjaEscuelaArlanzon1,||||||,||||||,||||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/GranjaEscuelaArlanzon5.jpeg
La Yecla,"The passage of the Mataviejas River through the limestone massifs to the south of Santo Domingo de Silos generates an impressive gorge some 300 metres long and a few metres wide. At some points, you can touch both rock walls.
It does not allow access for bulky equipment, although there is a car park in the southern part that allows you to move material without excessive difficulty.",,,,,,,,,9817,Santo Domingo de Silos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg,yecla2.jpeg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla2.jpeg,9537,yecla2,,,,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg
Hospital Divino Vallés,"Tras la puesta en funcionamiento del HUBU, el Hospital Divino Vallés ha visto sustancialmente reducida su actividad, contando con plantas prácticamente vacías.","Avenida Islas Baleares 1, Burgos","42º 21´ 37´´ N, 3º 41´ 30´´ W",hospital,.,sí.,sí.,muy bueno.,gestión pública,9818,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/BettervillePuestaSol1.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/BettervillePuestaSol2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Betterville5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles1.jpg,Valles2.jpg|BettervillePuestaSol1.jpeg|BettervillePuestaSol2.jpeg|Betterville5.jpg|Valles5.jpg|Valles4.jpg|Valles3.jpg|Valles1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/BettervillePuestaSol1.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/BettervillePuestaSol2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Betterville5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles1.jpg,9926|9820|9822|9824|9920|9922|9924|9928,Valles2|BettervillePuestaSol1|BettervillePuestaSol2|Betterville5|Valles5|Valles4|Valles3|Valles1,|||||||,|||||||,|||||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles2.jpg
Hospital Divino Vallés,"Following the start-up of the HUBU, the Divino Vallés Hospital has seen a substantial reduction in its activity, with practically empty floors.",,,,,,,,,9819,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/BettervillePuestaSol1.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/BettervillePuestaSol2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Betterville5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles1.jpg,Valles2.jpg|BettervillePuestaSol1.jpeg|BettervillePuestaSol2.jpeg|Betterville5.jpg|Valles5.jpg|Valles4.jpg|Valles3.jpg|Valles1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/BettervillePuestaSol1.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/BettervillePuestaSol2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Betterville5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/06/Valles1.jpg,9927|9821|9823|9825|9921|9923|9925|9929,Valles2|BettervillePuestaSol1|BettervillePuestaSol2|Betterville5|Valles5|Valles4|Valles3|Valles1,|||||||,|||||||,|||||||,https://burgosfilmcommission.org/wp-content/uploads/2024/06/Valles2.jpg
Cafetería Villa de Almanzor,"Dotado con una ambientación sin igual en toda la ciudad de Burgos, el Villa de Almanzor ofrece varios rincones con mobiliario en maderas nobles y aspecto exclusivo.
Cuenta con una zona de barra junto a a la entrada, de unos 110 metros y al fondo, un espacio de 120.","C/ Pablo Cassals 25, Burgos","42º 21´ 14´´ N, 3º 39´ 49´´ W",Bar,sí.,sí.,sí.,muy bueno.,gestión privada,9932,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor1.jpg,Almanzor3.jpg|Almanzor5.jpg|Almanzor4.jpg|Almanzor2.jpg|Almanzor1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor1.jpg,9939|9935|9937|9941|9943,Almanzor3|Almanzor5|Almanzor4|Almanzor2|Almanzor1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor3.jpg
Villa de Almanzor Café,"The Villa de Almanzor offers a unique ambience in the city of Burgos, with several corners furnished in fine wood and with an exclusive look.
It has a bar area next to the entrance, of about 110 metres, and at the back, a space of 120 metres.",,,,,,,,private management,9933,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor1.jpg,Almanzor3.jpg|Almanzor5.jpg|Almanzor4.jpg|Almanzor2.jpg|Almanzor1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Almanzor1.jpg,9940|9936|9938|9942|9944,Almanzor3|Almanzor5|Almanzor4|Almanzor2|Almanzor1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Almanzor3.jpg
Iglesia de Fuenteodra,"La conocida popularmente como Dama de las Lora s, estuvo cerca de la ruina absoluta a primeros de este siglo, sin embargo, una encomiable iniciativa de recuperación impulsada por los vecinos, consiguió revertir su estado. El origen del templo se remonta al Siglo XVI, cuenta con una superficie interior libre de unos 200 m2 y una altura de unos 13 metros. La finca exterior suma 468 metros cuadrados.
Actualmente, es visitable, acoge eventos culturales y ya ha recibido rodajes, como el del videoclip de Germán Mey: ""Un ángel de verdad"".","C/ La Iglesia, Fuenteodra","42º 40´ 47´´ N, 4º 06´ 31´´ W",Iglesia,sí.,sí.,sí.,bueno.,gestión privada,9945,Fuenteodra,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras1.jpg,Loras5.jpg|Loras4.jpg|Loras3.jpg|Loras2.jpg|Loras1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras1.jpg,9948|9950|9952|9954|9956,Loras5|Loras4|Loras3|Loras2|Loras1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras5.jpg
Fuenteodra church,"Popularly known as Dama de las Loras, it was close to absolute ruin at the beginning of this century, however, a commendable initiative of recovery promoted by the neighbours, managed to reverse its state. The origin of the temple dates back to the 16th century. It has a free interior surface area of some 200 m2 and a height of some 13 metres. The exterior property totals 468 square metres.
It is currently open to visitors, hosts cultural events and has already hosted filming, such as for the video clip of: Germán Mey: ""Un ángel de verdad"".",,,,,,,,,9946,Fuenteodra,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras1.jpg,Loras5.jpg|Loras4.jpg|Loras3.jpg|Loras2.jpg|Loras1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Loras1.jpg,9949|9951|9953|9955|9957,Loras5|Loras4|Loras3|Loras2|Loras1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Loras5.jpg
CAREX - Centro Arqueología Experimental,"Instalaciones divulgativas anexas al Yacimiento de Atapuerca, diferenciándose claramente el edificio de recepción de visitantes (más de 4.000 metros cuadrados de superficie), con varias salas diáfanas, y el exterior, con cabañas y recreaciones de espacios prehistóricos, en un entorno de más de una hectárea.
Ha sido una de las localizaciones de rodaje de la película La Huella del mal, de Manuel Ríos.",Camino de Fresno de Rodilla s/n Atapuerca,"42º 22´ 45´´ N, 3º 29´ 55´´ W",Edificio institucional,sí.,sí.,sí.,muy bueno.,gestión publica,9963,Atapuerca,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex2-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/carex4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/carex5.jpg,Carex1.jpg|Carex3.jpg|Carex2.jpg|Carex2-1.jpg|carex4.jpg|carex5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex2-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/carex4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/carex5.jpg,9972|9966|9968|9970|9986|9988,Carex1|Carex3|Carex2|Carex2|carex4|carex5,|||||,|||||,|||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex1.jpg
La Yecla,"The passage of the Mataviejas River through the limestone massifs to the south of Santo Domingo de Silos generates an impressive gorge some 300 metres long and a few metres wide. At some points, you can touch both rock walls.
It does not allow access for bulky equipment, although there is a car park in the southern part that allows you to move material without excessive difficulty.",,,,,,,,,9964,Santo Domingo de Silos,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex2-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/Carex1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/carex4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/carex5.jpg,yecla2.jpeg|Carex3.jpg|Carex2.jpg|Carex2-1.jpg|Carex1.jpg|carex4.jpg|carex5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/09/yecla2.jpeg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex2-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/Carex1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/carex4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/carex5.jpg,9537|9967|9969|9971|9973|9987|9989,yecla2|Carex3|Carex2|Carex2|Carex1|carex4|carex5,||||||,||||||,||||||,https://burgosfilmcommission.org/wp-content/uploads/2023/09/yecla2.jpeg
Cementerio de Burgos,"Cementerio de la ciudad de Burgos, situado al norte del núcleo de casi 30 hectáreas de superficie.","Carretera Cementerio de San José, s/n","42º 21´ 24´´ N, 3º 42´ 14´´ W",cementerio,sí.,sí.,sí.,muy bueno.,gestión pública,9991,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos1.jpg,CementerioBurgos2.jpg|CementerioBurgos5.jpg|CementerioBurgos4.jpg|CementerioBurgos3.jpg|CementerioBurgos1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos1.jpg,10000|9994|9996|9998|10002,CementerioBurgos2|CementerioBurgos5|CementerioBurgos4|CementerioBurgos3|CementerioBurgos1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos2.jpg
Burgos cemetery,"Cemetery of the city of Burgos, located to the north of the city centre and covering an area of almost 30 hectares.",,,,,,,,,9992,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos1.jpg,CementerioBurgos2.jpg|CementerioBurgos5.jpg|CementerioBurgos4.jpg|CementerioBurgos3.jpg|CementerioBurgos1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/CementerioBurgos1.jpg,10001|9995|9997|9999|10003,CementerioBurgos2|CementerioBurgos5|CementerioBurgos4|CementerioBurgos3|CementerioBurgos1,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/CementerioBurgos2.jpg
Molino de Montorio,"Antiguo molino sobre el rio Úrbel. Cuenta con un edificio principal de unos 150 metros cuadrados y unas instalaciones anexas.
La finca se extiende alrededor del molino, con paseos bucólicos y frondosos.","Carretera CL-622, km 26","42º 33´ 50´´ N, 3º 46´ 31´´ W",molino,sí.,sí.,sí.,muy bueno.,gestión privada,10004,Montorio,https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio2.jpg,MolinoMontorio1.jpg|MolinoMontorio5.jpg|MolinoMontorio4.jpg|MolinoMontorio3.jpg|MolinoMontorio2.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/MolinoMontorio1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/MolinoMontorio5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/MolinoMontorio4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/MolinoMontorio3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2024/11/MolinoMontorio2.jpg,10015|10007|10009|10011|10013,MolinoMontorio1|MolinoMontorio5|MolinoMontorio4|MolinoMontorio3|MolinoMontorio2,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2024/11/MolinoMontorio1.jpg
